"game_pk","season","official_date","weekday","has_abs_challenges","n_mj_event","n_mj_play","n_mj_overturned","n_called","n_tracked","n_scored","n_zone_from_batter","zone_top_frac","n_agree","agree","agree_final","format_class","signal_conflict"
753077,2024,"2024-04-19","Friday","TRUE",12,1,8,131,131,131,0,"0.535",116,"0.885496","0.946565","human_called","FALSE"
753154,2024,"2024-04-19","Friday","TRUE",4,2,4,165,165,165,0,"0.535",156,"0.945455","0.969697","human_called","FALSE"
753160,2024,"2024-04-19","Friday","TRUE",4,1,5,143,143,143,0,"0.535",131,"0.916084","0.951049","human_called","FALSE"
753233,2024,"2024-04-19","Friday","TRUE",2,2,0,148,148,148,0,"0.535",140,"0.945946","0.945946","human_called","FALSE"
753308,2024,"2024-04-19","Friday","TRUE",6,4,6,143,143,143,0,"0.535",129,"0.902098","0.944056","human_called","FALSE"
753457,2024,"2024-04-19","Friday","TRUE",5,2,2,157,157,157,0,"0.535",147,"0.936306","0.949045","human_called","FALSE"
753532,2024,"2024-04-19","Friday","TRUE",2,1,0,157,157,157,0,"0.535",153,"0.974522","0.974522","human_called","FALSE"
751507,2024,"2024-04-20","Saturday","TRUE",5,1,2,213,213,213,0,"0.535",201,"0.943662","0.953052","human_called","FALSE"
751581,2024,"2024-04-20","Saturday","TRUE",3,2,2,177,177,177,0,"0.535",164,"0.926554","0.937853","human_called","FALSE"
751883,2024,"2024-04-20","Saturday","TRUE",3,2,1,134,134,134,0,"0.535",124,"0.925373","0.932836","human_called","FALSE"
751953,2024,"2024-04-20","Saturday","TRUE",7,2,6,150,150,150,0,"0.535",134,"0.893333","0.933333","human_called","FALSE"
752034,2024,"2024-04-20","Saturday","TRUE",3,2,0,182,182,182,0,"0.535",169,"0.928571","0.928571","human_called","FALSE"
752185,2024,"2024-04-20","Saturday","TRUE",6,1,5,169,169,169,0,"0.535",157,"0.928994","0.958580","human_called","FALSE"
752186,2024,"2024-04-20","Saturday","TRUE",4,4,2,163,163,163,0,"0.535",153,"0.938650","0.950920","human_called","FALSE"
752486,2024,"2024-04-20","Saturday","TRUE",4,1,1,140,140,140,0,"0.535",132,"0.942857","0.950000","human_called","FALSE"
752556,2024,"2024-04-20","Saturday","TRUE",5,2,5,199,199,199,0,"0.535",189,"0.949749","0.974874","human_called","FALSE"
752783,2024,"2024-04-20","Saturday","TRUE",3,0,2,161,161,161,0,"0.535",153,"0.950311","0.962733","human_called","FALSE"
753078,2024,"2024-04-20","Saturday","TRUE",5,2,2,183,183,183,0,"0.535",174,"0.950820","0.961749","human_called","FALSE"
753153,2024,"2024-04-20","Saturday","TRUE",8,2,4,173,173,173,0,"0.535",160,"0.924855","0.947977","human_called","FALSE"
753228,2024,"2024-04-20","Saturday","TRUE",4,5,6,200,200,200,0,"0.535",184,"0.920000","0.950000","human_called","FALSE"
753309,2024,"2024-04-20","Saturday","TRUE",6,0,4,138,138,138,0,"0.535",124,"0.898551","0.927536","human_called","FALSE"
753456,2024,"2024-04-20","Saturday","TRUE",3,1,2,153,153,153,0,"0.535",144,"0.941176","0.954248","human_called","FALSE"
753533,2024,"2024-04-20","Saturday","TRUE",6,1,4,197,197,197,0,"0.535",180,"0.913706","0.934010","human_called","FALSE"
751509,2024,"2024-04-21","Sunday","TRUE",2,4,3,183,183,183,0,"0.535",171,"0.934426","0.950820","human_called","FALSE"
751582,2024,"2024-04-21","Sunday","TRUE",4,1,1,139,139,139,0,"0.535",135,"0.971223","0.978417","human_called","FALSE"
751882,2024,"2024-04-21","Sunday","TRUE",7,0,4,181,181,181,0,"0.535",168,"0.928177","0.950276","human_called","FALSE"
751954,2024,"2024-04-21","Sunday","TRUE",5,1,1,142,142,142,0,"0.535",138,"0.971831","0.978873","human_called","FALSE"
752030,2024,"2024-04-21","Sunday","TRUE",4,0,2,144,144,144,0,"0.535",134,"0.930556","0.944444","human_called","FALSE"
752181,2024,"2024-04-21","Sunday","TRUE",3,1,0,191,191,191,0,"0.535",177,"0.926702","0.926702","human_called","FALSE"
752479,2024,"2024-04-21","Sunday","TRUE",2,0,0,171,171,171,0,"0.535",160,"0.935673","0.935673","human_called","FALSE"
752557,2024,"2024-04-21","Sunday","TRUE",5,1,3,180,180,180,0,"0.535",166,"0.922222","0.938889","human_called","FALSE"
752781,2024,"2024-04-21","Sunday","TRUE",12,1,9,172,172,172,0,"0.535",153,"0.889535","0.941860","human_called","FALSE"
753080,2024,"2024-04-21","Sunday","TRUE",5,2,3,148,148,148,0,"0.535",141,"0.952703","0.972973","human_called","FALSE"
753155,2024,"2024-04-21","Sunday","TRUE",5,6,6,168,168,168,0,"0.535",151,"0.898810","0.922619","human_called","FALSE"
753232,2024,"2024-04-21","Sunday","TRUE",6,2,4,160,160,160,0,"0.535",148,"0.925000","0.950000","human_called","FALSE"
753458,2024,"2024-04-21","Sunday","TRUE",3,1,1,203,203,203,0,"0.535",192,"0.945813","0.950739","human_called","FALSE"
751435,2024,"2024-04-23","Tuesday","FALSE",0,0,0,178,178,178,0,"0.535",178,"1.000000","1.000000","full_abs","FALSE"
751657,2024,"2024-04-23","Tuesday","FALSE",0,0,0,210,210,210,0,"0.535",210,"1.000000","1.000000","full_abs","FALSE"
751731,2024,"2024-04-23","Tuesday","FALSE",0,0,0,169,169,169,0,"0.535",169,"1.000000","1.000000","full_abs","FALSE"
751811,2024,"2024-04-23","Tuesday","FALSE",0,0,0,210,210,210,0,"0.535",210,"1.000000","1.000000","full_abs","FALSE"
752110,2024,"2024-04-23","Tuesday","FALSE",0,0,0,161,161,161,0,"0.535",160,"0.993789","0.993789","full_abs","FALSE"
752333,2024,"2024-04-23","Tuesday","FALSE",0,0,0,128,128,128,0,"0.535",128,"1.000000","1.000000","full_abs","FALSE"
752410,2024,"2024-04-23","Tuesday","FALSE",0,0,0,254,254,254,0,"0.535",254,"1.000000","1.000000","full_abs","FALSE"
752635,2024,"2024-04-23","Tuesday","FALSE",0,0,0,171,171,171,0,"0.535",171,"1.000000","1.000000","full_abs","FALSE"
752710,2024,"2024-04-23","Tuesday","FALSE",0,0,0,203,203,203,0,"0.535",203,"1.000000","1.000000","full_abs","FALSE"
752857,2024,"2024-04-23","Tuesday","FALSE",0,0,0,159,159,159,0,"0.535",159,"1.000000","1.000000","full_abs","FALSE"
752932,2024,"2024-04-23","Tuesday","FALSE",0,0,0,205,205,205,0,"0.535",205,"1.000000","1.000000","full_abs","FALSE"
753009,2024,"2024-04-23","Tuesday","FALSE",0,0,0,166,166,166,0,"0.535",166,"1.000000","1.000000","full_abs","FALSE"
753383,2024,"2024-04-23","Tuesday","FALSE",0,0,0,122,122,122,0,"0.535",122,"1.000000","1.000000","full_abs","FALSE"
751431,2024,"2024-04-24","Wednesday","FALSE",0,0,0,162,162,162,0,"0.535",162,"1.000000","1.000000","full_abs","FALSE"
751658,2024,"2024-04-24","Wednesday","FALSE",0,0,0,164,164,164,0,"0.535",164,"1.000000","1.000000","full_abs","FALSE"
751732,2024,"2024-04-24","Wednesday","FALSE",0,0,0,203,203,203,0,"0.535",203,"1.000000","1.000000","full_abs","FALSE"
751810,2024,"2024-04-24","Wednesday","FALSE",0,0,0,185,185,185,0,"0.535",185,"1.000000","1.000000","full_abs","FALSE"
752105,2024,"2024-04-24","Wednesday","FALSE",0,0,0,247,247,247,0,"0.535",247,"1.000000","1.000000","full_abs","FALSE"
752253,2024,"2024-04-24","Wednesday","FALSE",0,0,0,128,128,128,0,"0.535",128,"1.000000","1.000000","full_abs","FALSE"
752257,2024,"2024-04-24","Wednesday","FALSE",0,0,0,128,128,128,128,"0.535",116,"0.906250","0.906250","human_called","FALSE"
752334,2024,"2024-04-24","Wednesday","FALSE",0,0,0,147,147,147,0,"0.535",147,"1.000000","1.000000","full_abs","FALSE"
752407,2024,"2024-04-24","Wednesday","FALSE",0,0,0,189,189,189,0,"0.535",189,"1.000000","1.000000","full_abs","FALSE"
752634,2024,"2024-04-24","Wednesday","FALSE",0,0,0,158,158,158,0,"0.535",158,"1.000000","1.000000","full_abs","FALSE"
752708,2024,"2024-04-24","Wednesday","FALSE",0,0,0,136,136,136,0,"0.535",136,"1.000000","1.000000","full_abs","FALSE"
752858,2024,"2024-04-24","Wednesday","FALSE",0,0,0,132,132,132,0,"0.535",132,"1.000000","1.000000","full_abs","FALSE"
752933,2024,"2024-04-24","Wednesday","FALSE",0,0,0,149,149,149,0,"0.535",149,"1.000000","1.000000","full_abs","FALSE"
753007,2024,"2024-04-24","Wednesday","FALSE",0,0,0,186,186,186,186,"0.535",181,"0.973118","0.973118","human_called","FALSE"
753385,2024,"2024-04-24","Wednesday","FALSE",0,0,0,155,155,155,0,"0.535",155,"1.000000","1.000000","full_abs","FALSE"
753605,2024,"2024-04-24","Wednesday","FALSE",0,0,0,196,196,196,0,"0.535",196,"1.000000","1.000000","full_abs","FALSE"
751653,2024,"2024-04-25","Thursday","FALSE",0,0,0,174,174,174,0,"0.535",174,"1.000000","1.000000","full_abs","FALSE"
751733,2024,"2024-04-25","Thursday","FALSE",0,0,0,129,129,129,0,"0.535",129,"1.000000","1.000000","full_abs","FALSE"
751804,2024,"2024-04-25","Thursday","FALSE",0,0,0,202,202,202,0,"0.535",202,"1.000000","1.000000","full_abs","FALSE"
752106,2024,"2024-04-25","Thursday","FALSE",0,0,0,212,212,212,0,"0.535",212,"1.000000","1.000000","full_abs","FALSE"
752256,2024,"2024-04-25","Thursday","FALSE",0,0,0,194,194,194,0,"0.535",194,"1.000000","1.000000","full_abs","FALSE"
752330,2024,"2024-04-25","Thursday","FALSE",0,0,0,221,221,221,0,"0.535",221,"1.000000","1.000000","full_abs","FALSE"
752405,2024,"2024-04-25","Thursday","FALSE",0,0,0,145,145,145,0,"0.535",145,"1.000000","1.000000","full_abs","FALSE"
752627,2024,"2024-04-25","Thursday","FALSE",0,0,0,153,153,153,0,"0.535",153,"1.000000","1.000000","full_abs","FALSE"
752703,2024,"2024-04-25","Thursday","FALSE",0,0,0,168,168,168,0,"0.535",168,"1.000000","1.000000","full_abs","FALSE"
752855,2024,"2024-04-25","Thursday","FALSE",0,0,0,185,185,185,0,"0.535",185,"1.000000","1.000000","full_abs","FALSE"
752930,2024,"2024-04-25","Thursday","FALSE",0,0,0,188,188,188,0,"0.535",188,"1.000000","1.000000","full_abs","FALSE"
753005,2024,"2024-04-25","Thursday","FALSE",0,0,0,192,192,192,192,"0.535",177,"0.921875","0.921875","human_called","FALSE"
753386,2024,"2024-04-25","Thursday","FALSE",0,0,0,161,161,161,0,"0.535",161,"1.000000","1.000000","full_abs","FALSE"
753606,2024,"2024-04-25","Thursday","FALSE",0,0,0,178,178,178,0,"0.535",178,"1.000000","1.000000","full_abs","FALSE"
753607,2024,"2024-04-25","Thursday","FALSE",0,0,0,158,158,158,0,"0.535",158,"1.000000","1.000000","full_abs","FALSE"
751429,2024,"2024-04-26","Friday","TRUE",4,1,0,110,110,110,0,"0.535",103,"0.936364","0.936364","human_called","FALSE"
751432,2024,"2024-04-26","Friday","TRUE",7,0,6,130,130,130,0,"0.535",111,"0.853846","0.900000","human_called","FALSE"
751655,2024,"2024-04-26","Friday","TRUE",5,4,6,173,173,173,0,"0.535",159,"0.919075","0.953757","human_called","FALSE"
751730,2024,"2024-04-26","Friday","TRUE",2,0,1,138,138,138,0,"0.535",128,"0.927536","0.934783","human_called","FALSE"
751808,2024,"2024-04-26","Friday","TRUE",5,1,3,177,177,177,0,"0.535",169,"0.954802","0.971751","human_called","FALSE"
752102,2024,"2024-04-26","Friday","TRUE",3,2,1,134,134,134,0,"0.535",123,"0.917910","0.925373","human_called","FALSE"
752258,2024,"2024-04-26","Friday","TRUE",6,2,5,171,171,171,0,"0.535",152,"0.888889","0.918129","human_called","FALSE"
752329,2024,"2024-04-26","Friday","TRUE",6,6,7,209,209,209,0,"0.535",199,"0.952153","0.976077","human_called","FALSE"
752704,2024,"2024-04-26","Friday","TRUE",6,2,2,142,142,142,0,"0.535",133,"0.936620","0.950704","human_called","FALSE"
752854,2024,"2024-04-26","Friday","TRUE",0,2,0,129,129,129,0,"0.535",125,"0.968992","0.968992","human_called","FALSE"
752929,2024,"2024-04-26","Friday","TRUE",5,1,0,197,197,197,0,"0.535",183,"0.928934","0.928934","human_called","FALSE"
753006,2024,"2024-04-26","Friday","TRUE",5,2,3,241,241,241,0,"0.535",225,"0.933610","0.946058","human_called","FALSE"
753387,2024,"2024-04-26","Friday","TRUE",8,2,5,155,155,155,0,"0.535",147,"0.948387","0.980645","human_called","FALSE"
753608,2024,"2024-04-26","Friday","TRUE",5,1,2,211,211,211,0,"0.535",199,"0.943128","0.952607","human_called","FALSE"
751430,2024,"2024-04-27","Saturday","TRUE",2,0,1,153,153,153,0,"0.535",145,"0.947712","0.954248","human_called","FALSE"
751656,2024,"2024-04-27","Saturday","TRUE",4,2,3,192,192,192,0,"0.535",183,"0.953125","0.968750","human_called","FALSE"
751729,2024,"2024-04-27","Saturday","TRUE",4,3,3,188,188,188,0,"0.535",181,"0.962766","0.978723","human_called","FALSE"
751807,2024,"2024-04-27","Saturday","TRUE",5,1,0,225,225,225,0,"0.535",209,"0.928889","0.928889","human_called","FALSE"
752103,2024,"2024-04-27","Saturday","TRUE",3,1,1,181,181,181,0,"0.535",173,"0.955801","0.961326","human_called","FALSE"
752254,2024,"2024-04-27","Saturday","TRUE",3,1,2,194,194,194,0,"0.535",182,"0.938144","0.948454","human_called","FALSE"
752402,2024,"2024-04-27","Saturday","TRUE",3,0,0,118,118,118,0,"0.535",110,"0.932203","0.932203","human_called","FALSE"
752404,2024,"2024-04-27","Saturday","TRUE",6,1,4,128,128,128,0,"0.535",119,"0.929688","0.960938","human_called","FALSE"
752706,2024,"2024-04-27","Saturday","TRUE",6,1,3,160,160,160,0,"0.535",143,"0.893750","0.912500","human_called","FALSE"
752856,2024,"2024-04-27","Saturday","TRUE",6,1,4,176,176,176,0,"0.535",160,"0.909091","0.931818","human_called","FALSE"
752931,2024,"2024-04-27","Saturday","TRUE",4,1,1,153,153,153,0,"0.535",146,"0.954248","0.960784","human_called","FALSE"
753004,2024,"2024-04-27","Saturday","TRUE",4,2,4,162,162,162,0,"0.535",155,"0.956790","0.981481","human_called","FALSE"
753380,2024,"2024-04-27","Saturday","TRUE",4,1,3,143,143,143,0,"0.535",136,"0.951049","0.972028","human_called","FALSE"
753601,2024,"2024-04-27","Saturday","TRUE",1,2,1,129,129,129,0,"0.535",124,"0.961240","0.968992","human_called","FALSE"
751428,2024,"2024-04-28","Sunday","TRUE",1,2,1,119,119,119,0,"0.535",111,"0.932773","0.941176","human_called","FALSE"
751654,2024,"2024-04-28","Sunday","TRUE",3,0,1,115,115,115,0,"0.535",106,"0.921739","0.930435","human_called","FALSE"
751805,2024,"2024-04-28","Sunday","TRUE",4,1,4,169,169,169,0,"0.535",155,"0.917160","0.940828","human_called","FALSE"
752104,2024,"2024-04-28","Sunday","TRUE",1,3,0,152,152,152,0,"0.535",148,"0.973684","0.973684","human_called","FALSE"
752255,2024,"2024-04-28","Sunday","TRUE",3,2,2,204,204,204,0,"0.535",187,"0.916667","0.926471","human_called","FALSE"
752328,2024,"2024-04-28","Sunday","TRUE",4,1,4,138,138,138,0,"0.535",130,"0.942029","0.971014","human_called","FALSE"
752331,2024,"2024-04-28","Sunday","TRUE",3,1,2,117,117,117,0,"0.535",111,"0.948718","0.965812","human_called","FALSE"
752705,2024,"2024-04-28","Sunday","TRUE",6,2,2,114,114,114,0,"0.535",108,"0.947368","0.964912","human_called","FALSE"
752853,2024,"2024-04-28","Sunday","TRUE",4,2,4,154,154,154,0,"0.535",142,"0.922078","0.948052","human_called","FALSE"
752924,2024,"2024-04-28","Sunday","TRUE",6,6,5,182,182,182,0,"0.535",167,"0.917582","0.939560","human_called","FALSE"
753002,2024,"2024-04-28","Sunday","TRUE",7,1,5,179,179,179,0,"0.535",169,"0.944134","0.972067","human_called","FALSE"
753382,2024,"2024-04-28","Sunday","TRUE",5,0,2,139,139,139,0,"0.535",132,"0.949640","0.964029","human_called","FALSE"
753604,2024,"2024-04-28","Sunday","TRUE",3,2,2,108,108,108,0,"0.535",102,"0.944444","0.962963","human_called","FALSE"
751652,2024,"2024-04-30","Tuesday","FALSE",0,0,0,160,160,160,0,"0.535",160,"1.000000","1.000000","full_abs","FALSE"
751881,2024,"2024-04-30","Tuesday","FALSE",0,0,0,124,124,124,0,"0.535",124,"1.000000","1.000000","full_abs","FALSE"
751951,2024,"2024-04-30","Tuesday","FALSE",0,0,0,166,166,166,0,"0.535",165,"0.993976","0.993976","full_abs","FALSE"
752029,2024,"2024-04-30","Tuesday","FALSE",0,0,0,184,184,184,0,"0.535",184,"1.000000","1.000000","full_abs","FALSE"
752107,2024,"2024-04-30","Tuesday","FALSE",0,0,0,131,131,131,0,"0.535",131,"1.000000","1.000000","full_abs","FALSE"
752180,2024,"2024-04-30","Tuesday","FALSE",0,0,0,189,189,189,0,"0.535",189,"1.000000","1.000000","full_abs","FALSE"
752403,2024,"2024-04-30","Tuesday","FALSE",0,0,0,162,162,162,0,"0.535",162,"1.000000","1.000000","full_abs","FALSE"
752555,2024,"2024-04-30","Tuesday","FALSE",0,0,0,188,188,188,0,"0.535",188,"1.000000","1.000000","full_abs","FALSE"
752776,2024,"2024-04-30","Tuesday","FALSE",0,0,0,203,203,203,0,"0.535",203,"1.000000","1.000000","full_abs","FALSE"
753079,2024,"2024-04-30","Tuesday","FALSE",0,0,0,163,163,163,0,"0.535",163,"1.000000","1.000000","full_abs","FALSE"
753231,2024,"2024-04-30","Tuesday","FALSE",0,0,0,173,173,173,0,"0.535",173,"1.000000","1.000000","full_abs","FALSE"
753455,2024,"2024-04-30","Tuesday","FALSE",0,0,0,177,177,177,0,"0.535",177,"1.000000","1.000000","full_abs","FALSE"
753528,2024,"2024-04-30","Tuesday","FALSE",0,0,0,149,149,149,0,"0.535",149,"1.000000","1.000000","full_abs","FALSE"
751650,2024,"2024-05-01","Wednesday","FALSE",0,0,0,146,146,146,0,"0.535",146,"1.000000","1.000000","full_abs","FALSE"
751875,2024,"2024-05-01","Wednesday","FALSE",0,0,0,161,161,161,0,"0.535",161,"1.000000","1.000000","full_abs","FALSE"
751950,2024,"2024-05-01","Wednesday","FALSE",0,0,0,128,128,128,0,"0.535",128,"1.000000","1.000000","full_abs","FALSE"
751966,2024,"2024-05-01","Wednesday","FALSE",0,0,0,141,141,141,0,"0.535",141,"1.000000","1.000000","full_abs","FALSE"
752031,2024,"2024-05-01","Wednesday","FALSE",0,0,0,145,145,145,0,"0.535",144,"0.993103","0.993103","full_abs","FALSE"
752099,2024,"2024-05-01","Wednesday","FALSE",0,0,0,117,117,117,0,"0.535",117,"1.000000","1.000000","full_abs","FALSE"
752178,2024,"2024-05-01","Wednesday","FALSE",0,0,0,150,150,150,0,"0.535",150,"1.000000","1.000000","full_abs","FALSE"
752399,2024,"2024-05-01","Wednesday","FALSE",0,0,0,216,216,216,0,"0.535",216,"1.000000","1.000000","full_abs","FALSE"
752553,2024,"2024-05-01","Wednesday","FALSE",0,0,0,126,126,126,0,"0.535",126,"1.000000","1.000000","full_abs","FALSE"
752779,2024,"2024-05-01","Wednesday","FALSE",0,0,0,182,182,182,0,"0.535",182,"1.000000","1.000000","full_abs","FALSE"
753076,2024,"2024-05-01","Wednesday","FALSE",0,0,0,149,149,149,0,"0.535",149,"1.000000","1.000000","full_abs","FALSE"
753156,2024,"2024-05-01","Wednesday","FALSE",0,0,0,136,136,136,0,"0.535",135,"0.992647","0.992647","full_abs","FALSE"
753158,2024,"2024-05-01","Wednesday","FALSE",0,0,0,136,136,136,0,"0.535",136,"1.000000","1.000000","full_abs","FALSE"
753230,2024,"2024-05-01","Wednesday","FALSE",0,0,0,178,178,178,0,"0.535",178,"1.000000","1.000000","full_abs","FALSE"
753303,2024,"2024-05-01","Wednesday","FALSE",0,0,0,101,101,101,0,"0.535",101,"1.000000","1.000000","full_abs","FALSE"
753306,2024,"2024-05-01","Wednesday","FALSE",0,0,0,122,122,122,0,"0.535",122,"1.000000","1.000000","full_abs","FALSE"
753454,2024,"2024-05-01","Wednesday","FALSE",0,0,0,183,183,183,0,"0.535",183,"1.000000","1.000000","full_abs","FALSE"
753529,2024,"2024-05-01","Wednesday","FALSE",0,0,0,147,147,147,147,"0.535",132,"0.897959","0.897959","human_called","FALSE"
751651,2024,"2024-05-02","Thursday","FALSE",0,0,0,137,137,137,0,"0.535",137,"1.000000","1.000000","full_abs","FALSE"
751879,2024,"2024-05-02","Thursday","FALSE",0,0,0,172,172,172,0,"0.535",172,"1.000000","1.000000","full_abs","FALSE"
751952,2024,"2024-05-02","Thursday","FALSE",0,0,0,145,145,145,0,"0.535",145,"1.000000","1.000000","full_abs","FALSE"
752026,2024,"2024-05-02","Thursday","FALSE",0,0,0,180,180,180,0,"0.535",180,"1.000000","1.000000","full_abs","FALSE"
752100,2024,"2024-05-02","Thursday","FALSE",0,0,0,138,138,138,0,"0.535",138,"1.000000","1.000000","full_abs","FALSE"
752179,2024,"2024-05-02","Thursday","FALSE",0,0,0,200,200,200,0,"0.535",200,"1.000000","1.000000","full_abs","FALSE"
752397,2024,"2024-05-02","Thursday","FALSE",0,0,0,168,168,168,0,"0.535",168,"1.000000","1.000000","full_abs","FALSE"
752554,2024,"2024-05-02","Thursday","FALSE",0,0,0,174,174,174,0,"0.535",174,"1.000000","1.000000","full_abs","FALSE"
752777,2024,"2024-05-02","Thursday","FALSE",0,0,0,213,213,213,0,"0.535",213,"1.000000","1.000000","full_abs","FALSE"
753070,2024,"2024-05-02","Thursday","FALSE",0,0,0,130,130,130,0,"0.535",130,"1.000000","1.000000","full_abs","FALSE"
753157,2024,"2024-05-02","Thursday","FALSE",0,0,0,200,200,200,0,"0.535",200,"1.000000","1.000000","full_abs","FALSE"
753229,2024,"2024-05-02","Thursday","FALSE",0,0,0,147,147,147,0,"0.535",147,"1.000000","1.000000","full_abs","FALSE"
753305,2024,"2024-05-02","Thursday","FALSE",0,0,0,153,153,153,0,"0.535",153,"1.000000","1.000000","full_abs","FALSE"
753452,2024,"2024-05-02","Thursday","FALSE",0,0,0,179,179,179,0,"0.535",178,"0.994413","0.994413","full_abs","FALSE"
753530,2024,"2024-05-02","Thursday","FALSE",0,0,0,162,162,162,0,"0.535",162,"1.000000","1.000000","full_abs","FALSE"
751647,2024,"2024-05-03","Friday","TRUE",10,2,7,190,190,190,0,"0.535",175,"0.921053","0.957895","human_called","FALSE"
751876,2024,"2024-05-03","Friday","TRUE",6,1,4,128,128,128,0,"0.535",119,"0.929688","0.960938","human_called","FALSE"
751949,2024,"2024-05-03","Friday","TRUE",8,1,3,199,199,199,0,"0.535",189,"0.949749","0.964824","human_called","FALSE"
752027,2024,"2024-05-03","Friday","TRUE",5,2,3,172,172,172,0,"0.535",161,"0.936047","0.953488","human_called","FALSE"
752097,2024,"2024-05-03","Friday","TRUE",4,1,1,174,174,174,0,"0.535",168,"0.965517","0.971264","human_called","FALSE"
752174,2024,"2024-05-03","Friday","TRUE",5,0,4,180,180,180,0,"0.535",164,"0.911111","0.933333","human_called","FALSE"
752400,2024,"2024-05-03","Friday","TRUE",4,1,1,114,114,114,0,"0.535",108,"0.947368","0.956140","human_called","FALSE"
752550,2024,"2024-05-03","Friday","TRUE",6,0,3,188,188,188,0,"0.535",178,"0.946809","0.962766","human_called","FALSE"
752778,2024,"2024-05-03","Friday","TRUE",2,1,1,129,129,129,0,"0.535",123,"0.953488","0.961240","human_called","FALSE"
753075,2024,"2024-05-03","Friday","TRUE",3,1,3,138,138,138,0,"0.535",132,"0.956522","0.978261","human_called","FALSE"
753148,2024,"2024-05-03","Friday","TRUE",3,6,3,171,171,171,0,"0.535",153,"0.894737","0.906433","human_called","FALSE"
753223,2024,"2024-05-03","Friday","TRUE",2,1,1,182,182,182,0,"0.535",172,"0.945055","0.950549","human_called","FALSE"
753301,2024,"2024-05-03","Friday","TRUE",2,0,0,153,153,153,0,"0.535",144,"0.941176","0.941176","human_called","FALSE"
753453,2024,"2024-05-03","Friday","TRUE",8,2,6,199,199,199,0,"0.535",179,"0.899497","0.929648","human_called","FALSE"
753527,2024,"2024-05-03","Friday","TRUE",3,0,1,160,160,160,0,"0.535",148,"0.925000","0.931250","human_called","FALSE"
751648,2024,"2024-05-04","Saturday","TRUE",4,1,3,136,136,136,0,"0.535",128,"0.941176","0.963235","human_called","FALSE"
751877,2024,"2024-05-04","Saturday","TRUE",4,1,1,165,165,165,0,"0.535",157,"0.951515","0.957576","human_called","FALSE"
751948,2024,"2024-05-04","Saturday","TRUE",7,3,3,170,170,170,0,"0.535",159,"0.935294","0.952941","human_called","FALSE"
752028,2024,"2024-05-04","Saturday","TRUE",2,4,3,166,166,166,0,"0.535",160,"0.963855","0.981928","human_called","FALSE"
752101,2024,"2024-05-04","Saturday","TRUE",4,2,2,136,136,136,0,"0.535",127,"0.933824","0.948529","human_called","FALSE"
752176,2024,"2024-05-04","Saturday","TRUE",3,1,2,157,157,157,0,"0.535",148,"0.942675","0.949045","human_called","FALSE"
752401,2024,"2024-05-04","Saturday","TRUE",1,5,5,181,181,181,0,"0.535",162,"0.895028","0.922652","human_called","FALSE"
752552,2024,"2024-05-04","Saturday","TRUE",3,3,1,163,163,163,0,"0.535",156,"0.957055","0.963190","human_called","FALSE"
752780,2024,"2024-05-04","Saturday","TRUE",2,3,0,149,149,149,0,"0.535",148,"0.993289","0.993289","full_abs","TRUE"
753074,2024,"2024-05-04","Saturday","TRUE",7,1,2,195,195,195,0,"0.535",182,"0.933333","0.943590","human_called","FALSE"
753152,2024,"2024-05-04","Saturday","TRUE",3,1,3,204,204,204,0,"0.535",188,"0.921569","0.936275","human_called","FALSE"
753224,2024,"2024-05-04","Saturday","TRUE",4,0,1,161,161,161,0,"0.535",147,"0.913043","0.919255","human_called","FALSE"
753302,2024,"2024-05-04","Saturday","TRUE",4,1,1,118,118,118,0,"0.535",115,"0.974576","0.983051","human_called","FALSE"
753451,2024,"2024-05-04","Saturday","TRUE",0,3,1,140,140,140,0,"0.535",130,"0.928571","0.935714","human_called","FALSE"
753525,2024,"2024-05-04","Saturday","TRUE",3,4,3,178,178,178,0,"0.535",168,"0.943820","0.960674","human_called","FALSE"
751649,2024,"2024-05-05","Sunday","TRUE",8,2,6,183,183,183,0,"0.535",165,"0.901639","0.934426","human_called","FALSE"
751874,2024,"2024-05-05","Sunday","TRUE",7,4,5,169,169,169,0,"0.535",153,"0.905325","0.923077","human_called","FALSE"
751945,2024,"2024-05-05","Sunday","TRUE",7,0,4,137,137,137,0,"0.535",127,"0.927007","0.956204","human_called","FALSE"
752023,2024,"2024-05-05","Sunday","TRUE",11,1,10,167,167,167,0,"0.535",153,"0.916168","0.976048","human_called","FALSE"
752098,2024,"2024-05-05","Sunday","TRUE",4,0,2,149,149,149,0,"0.535",143,"0.959732","0.973154","human_called","FALSE"
752177,2024,"2024-05-05","Sunday","TRUE",3,2,2,191,191,191,0,"0.535",180,"0.942408","0.952880","human_called","FALSE"
752398,2024,"2024-05-05","Sunday","TRUE",8,1,3,200,200,200,0,"0.535",193,"0.965000","0.980000","human_called","FALSE"
752551,2024,"2024-05-05","Sunday","TRUE",5,2,1,136,136,136,0,"0.535",125,"0.919118","0.926471","human_called","FALSE"
752774,2024,"2024-05-05","Sunday","TRUE",7,2,5,168,168,168,0,"0.535",157,"0.934524","0.964286","human_called","FALSE"
753073,2024,"2024-05-05","Sunday","TRUE",7,3,7,159,159,159,0,"0.535",148,"0.930818","0.974843","human_called","FALSE"
753147,2024,"2024-05-05","Sunday","TRUE",9,2,6,165,165,165,0,"0.535",151,"0.915152","0.951515","human_called","FALSE"
